"","x","y","r","lineage","ONTraC","DPT","monocle3","DPT_l1","monocle3_l1","TSCAN_l1","Slingshot_l1","DPT_l2","monocle3_l2","TSCAN_l2","Slingshot_l2"
"cell40",573.482048239891,-253.003150777372,626.811178870239,1,0.209267326528057,0.204195812753456,8.94654688492431,0.226652047403144,8.78945618565587,331,8.08050302172701,NA,NA,NA,NA
"cell41",302.348452632324,-102.07580300898,319.114487870872,1,0.60173983827994,0.0661580117396842,1.29681254925555,0.0781521025698902,0.730439294843476,482,NA,NA,NA,NA,NA
"cell42",-88.7946662907873,901.008215422182,905.37301540302,1,0.226618984323671,1.90047796168245,17.8780529400369,1.76859849932601,18.1906654518234,69,13.5905972508571,NA,NA,NA,NA
"cell43",-384.723747639304,-67.7850990658348,390.649691735442,1,0.443289998258771,0.172398430301486,6.96947778102687,0.178361074042091,7.64876467637813,280,6.48054607220993,NA,NA,NA,NA
"cell44",12.4205405705044,255.644727231435,255.946276373184,1,0.69544067897845,0.0331805626147093,9.84640837251582e-05,0.0416324347048308,1.84027600208056,568,NA,NA,NA,NA,NA
"cell45",-180.752256799127,686.911002434469,710.294378130296,1,0.258774793952884,2.01593444496472,15.7841649894682,1.86885949799499,15.9063337569314,28,12.763719867508,NA,NA,NA,NA
"cell46",-301.3150918329,-337.802435338657,452.660214605831,1,0.456420069393096,0.152389142408325,7.96145149620089,0.168374183516611,8.4361118325885,442,7.65214056697175,NA,NA,NA,NA
"cell47",38.0683291587267,-272.778939616746,275.422489247653,1,0.675276677697524,0.0385670553550975,1.29681368102663,0.0506007234917776,0.730497838663794,564,NA,NA,NA,NA,NA
"cell48",28.926060132905,3.34956370128257,29.1193497832865,2,0.746361909438653,0.506061447108759,17.3820694167064,NA,NA,NA,NA,0.0194414477045741,4.52614054332028,97,0.82122496838512
"cell49",86.3104844822113,622.14168687621,628.100133960128,1,0.279830952643563,0.205483939750744,8.31370881125626,0.228397492031437,7.09446037635032,325,7.90401587723817,NA,NA,NA,NA
"cell50",-399.495329554815,-779.834705519046,876.206988255679,1,0.144140123878047,0.241352382887058,8.9037052278604,0.270022082170087,8.74474368361301,254,8.76450886746183,NA,NA,NA,NA
"cell51",885.904475863933,-235.509518384251,916.67413708762,1,0.0937939090755691,2.42432358699191,17.1748864165882,2.23478907130377,17.1919030733559,6,14.5323917816066,NA,NA,NA,NA
"cell52",340.126194260413,-615.327192530908,703.074236400425,2,0.27855106996752,0.524135545482028,15.0052469737152,NA,NA,NA,NA,0.0255956741470134,1.87964364054616,54,1.45795523402138
"cell53",-190.717225990569,-316.998868879205,369.947757339105,2,0.556096588450938,0.518078159990356,17.2916025735213,NA,NA,NA,NA,0.0195922121388803,5.0208651548526,38,1.05037814545687
"cell54",143.780832477531,-211.022361953422,255.349495852905,1,0.677050657919031,0.02526862071828,1.7024098881452,0.0368946103119624,2.0175021347688,618,NA,NA,NA,NA,NA
"cell55",-606.830351930528,303.841641563776,678.647787274296,1,0.237773630071913,1.37859051726983,13.5972433247934,1.31029829285619,14.1359844339492,119,12.1022900546361,NA,NA,NA,NA
"cell56",-22.391538540221,276.217002135996,277.123101287488,1,0.662844627119519,0.0413391525276211,1.56567364145469,0.0529254010940515,3.44510583559042,575,NA,NA,NA,NA,NA
"cell57",-701.254917680221,-196.543244903483,728.277218295261,2,0.236323307520247,0.518402572433436,15.6691133317061,NA,NA,NA,NA,0.0142664184014189,3.62695342590234,119,0.958070941346118
"cell58",353.586100967751,-616.712543754778,710.885006468743,2,0.276819023581507,0.438578238073861,18.3628884602795,NA,NA,NA,NA,0.0314446897059798,2.03359856078666,182,1.73743073269127
"cell59",-91.9606090446624,-147.132560716101,173.507187282667,2,0.707730350418436,0.438652719291126,11.0240969289647,NA,NA,NA,NA,0.0549165974994365,0.00303148559597632,210,1.03808353579945
"cell60",-110.153550483019,268.506336840402,290.223116941891,1,0.642938417922554,0.0374258701392739,2.82236703309324,0.0497284976796951,1.75239380183057,500,NA,NA,NA,NA,NA
"cell61",34.5534478085853,-705.597651092011,706.443193740321,1,0.252435839211692,1.55585889264756,14.8427546601055,1.46715955013416,16.5203243233526,105,11.5420954180698,NA,NA,NA,NA
"cell62",-273.134189963261,520.479708912152,587.793682439822,1,0.288998432275588,1.27606942939454,12.9211801000571,1.22101097739506,15.0648005412051,135,13.1579767855201,NA,NA,NA,NA
"cell63",-518.742918510036,230.678470967428,567.720681737226,1,0.23647795990501,1.44263952706796,13.9766169248094,1.36753908907403,14.0790560040373,117,12.2159933777135,NA,NA,NA,NA
"cell64",-256.072446954138,660.46634324937,708.37058709003,2,0.257024616560467,0.336421183026332,18.2787046571195,NA,NA,NA,NA,0.0746974557677863,2.03367249945973,231,2.66111597011498
"cell65",-35.5895870368834,-180.167946118473,183.649414684623,2,0.620513471932484,0.477468185045968,14.98038928448,NA,NA,NA,NA,0.0132948363072645,3.9064748035755,105,2.25759612880003
"cell66",759.89742060146,143.82777111219,773.388982065204,1,0.17125846360303,1.69095039955636,16.6866587386902,1.58639182163603,17.2275126925661,78,12.4683766028579,NA,NA,NA,NA
"cell67",324.732562713103,-234.025125511094,400.27365221396,1,0.423516122070547,0.175690840478848,7.16534023208569,0.180892153828897,8.43617037640882,283,6.41965487858008,NA,NA,NA,NA
"cell68",192.343728090803,239.948557048719,307.524665296348,1,0.653300787404588,0.0911224650588881,1.73658288584135,0.0999096964663471,5.01187898933643,483,NA,NA,NA,NA,NA
"cell69",-99.0634450879969,-280.344102974806,297.332107626222,1,0.67075356678791,0.0503174657918517,1.52971067636828,0.0630020061076316,4.02187554794594,547,NA,NA,NA,NA,NA
"cell70",672.609583161079,-116.760657842923,682.668808852457,1,0.23458474823241,1.33190365986059,14.015112718905,1.27027576499733,14.7479740856346,126,11.5736001441469,NA,NA,NA,NA
"cell71",860.792945196016,66.0021014370345,863.319623252789,1,0.131523269676073,1.80361013431921,18.2891983374742,1.68388602623883,17.9503072891133,75,13.2983368438737,NA,NA,NA,NA
"cell72",242.258812987946,-12.6551266170452,242.589127332661,1,0.719129912888396,0.0220169105124333,0.238205646858767,0.0351863674682327,1.33023417818264,570,NA,NA,NA,NA,NA
"cell73",-120.537072501973,-261.936160068766,288.339622318745,2,0.675162361766174,0.525585616298003,18.3600695788245,NA,NA,NA,NA,0.0161863691591097,5.1269717614288,85,0.277342950986115
"cell74",-918.913483955781,-205.389473027687,941.587397232112,1,0.217239464434649,2.03217514216075,17.878054071808,1.88521939272047,18.1907239956437,39,13.7144689125341,NA,NA,NA,NA
"cell75",-3.65539614376035,-2.487953719826,4.42174565978348,2,0.7118440615246,0.392022176182151,12.1857640413254,NA,NA,NA,NA,0.0799419487768326,0.00295754692290373,239,2.20000838297431
"cell76",184.226675317269,-497.766474600001,530.764478025958,2,0.320247826890884,0.536713284321237,17.2877503334166,NA,NA,NA,NA,0.0216988618419719,5.2664695418534,47,1.23772868795238
"cell77",607.978567994588,609.45320532052,860.8548940537,1,0.168743029354783,0.235958200566945,9.11094941411147,0.262590495051121,8.82362954733942,263,8.87920425077238,NA,NA,NA,NA
"cell78",-81.9713250420951,-914.50241594038,918.168811760641,1,0.308575561618228,1.24218969318035,12.0906943083528,1.19227438548549,13.8693977214109,142,12.7554482411243,NA,NA,NA,NA
"cell79",-450.015213057593,113.892813984047,464.203904615715,2,0.323830783004224,0.51351344066076,16.9527091073271,NA,NA,NA,NA,0.0125529113162652,6.98168152028902,89,1.51135595142896
"cell80",264.090298535814,-188.283638688003,324.336884085559,1,0.55130197930456,0.0975747376081046,3.25761496030586,0.105798145965333,4.93831084854665,479,NA,NA,NA,NA,NA
"cell81",25.078066195241,243.192598694532,244.482206845187,1,0.720758174238828,0.030522300419495,2.82236816486432,0.0432160866598514,0.730556382484112,554,NA,NA,NA,NA,NA
"cell82",-557.689513890919,525.848579635261,766.507875111737,1,0.179063715518849,1.72297788156841,16.9282283808301,1.6149916754351,17.5486669540378,77,13.1280680764145,NA,NA,NA,NA
"cell83",203.213318776556,-597.314266904553,630.935802103436,1,0.272253941143087,1.85792979918403,15.9742162933106,1.73246237342186,16.2047309605597,83,12.5291816708722,NA,NA,NA,NA
"cell84",333.22758737744,192.90816647979,385.037901620066,1,0.440751964739111,0.122850130874288,6.04099810768552,0.129963748555672,6.98819178034018,437,NA,NA,NA,NA,NA
"cell85",49.4728527405953,-835.441519725043,836.905069908638,1,0.29951535336005,1.92329556196356,17.3164992681365,1.789815096832,17.3214310263425,59,13.0916708722152,NA,NA,NA,NA
"cell86",-95.0563337303881,-246.51070136694,264.203013742621,1,0.671140002218297,0.0387328077907034,1.29681481279771,0.0495860590804959,1.75245234565089,561,NA,NA,NA,NA,NA
"cell87",-174.222059647819,540.10707641882,567.511215806007,2,0.297510788071868,0.442892795055931,11.3407725573197,NA,NA,NA,NA,0.0490261802736813,0.00288360824983114,207,1.95353985228702
"cell88",454.496082985915,-104.551722671498,466.366542714116,1,0.383477072605222,0.175444536681056,8.87481202677966,0.193117607306865,10.5142131964088,415,7.85047442115233,NA,NA,NA,NA
"cell89",-184.605401164574,146.03005078004,235.380393979521,1,0.688242145106667,0.0130909119018692,9.73323126478576e-05,0.0168993256441626,0.43286707787316,613,NA,NA,NA,NA,NA
