1.579803387001140091e+00,0.000000000000000000e+00,5.622264799572970206e-01,1.021292250217640030e+00,2.874661136187510180e-01,1.107552291955139934e+00,0.000000000000000000e+00,2.090240090488939995e+00,1.599695463220349945e+00,1.957943609126459872e-01
1.353593298054079908e+00,1.380432950779449941e-01,3.378986596386139851e-01,8.787399950500229817e-01,2.942458871007719856e-01,1.040394728552110015e+00,0.000000000000000000e+00,2.193369000444089778e+00,1.797242181119830029e+00,0.000000000000000000e+00
1.388556861880920090e+00,1.181035085068100066e-01,4.623453483075720127e-01,8.709255549963369480e-01,3.113895866057599937e-01,1.034768232163900015e+00,0.000000000000000000e+00,2.175842875610570104e+00,1.774830687981439947e+00,0.000000000000000000e+00
5.951187814795699804e-01,1.983707628013750002e-01,3.122632414512420129e-01,3.902365542135630139e-01,2.214410713062320013e-01,7.963633747064650104e-01,1.731353826653460048e-01,2.412728674324620126e+00,1.988524566922480030e+00,0.000000000000000000e+00
8.149635043237569709e-01,1.908848472926439888e-01,4.765450183665759787e-01,5.117891192130780142e-01,2.538940106449659728e-01,8.795940960950580090e-01,1.562734795983850011e-01,2.315994061231560153e+00,1.980824599548149934e+00,0.000000000000000000e+00
9.929453157525049978e-01,1.735009621268379931e-01,4.455871265919220114e-01,6.203872999223729590e-01,2.796860770362650239e-01,8.987968772121159855e-01,1.331159692204779976e-01,2.270283809935579988e+00,1.958180230470820016e+00,0.000000000000000000e+00
1.984629254462149994e+00,0.000000000000000000e+00,6.171220746589649586e-01,1.248945180429090085e+00,2.692884577385110112e-01,1.365696067860479923e+00,0.000000000000000000e+00,1.723593288204209983e+00,1.158557369070740029e+00,3.118525881014569956e-01
8.966326853790319573e-01,1.876610078799020032e-01,5.368408116954409559e-01,5.485860162599689449e-01,2.865915772582089960e-01,9.254285674680650109e-01,1.402977833860930001e-01,2.262847830694949991e+00,1.985814375485519978e+00,0.000000000000000000e+00
2.273399214732290119e+00,2.675205866733150195e-01,9.167295458945380338e-01,1.133939972897680004e+00,0.000000000000000000e+00,1.517538686054600072e+00,2.462198203645450112e-01,7.836998657831030224e-01,7.781223898265280381e-01,7.723469470077860555e-01
2.015622404262479961e+00,0.000000000000000000e+00,7.012747008631770029e-01,1.280370124924570030e+00,3.665078922326879818e-01,1.286821543643990040e+00,0.000000000000000000e+00,1.726684362324979904e+00,1.101105289913040020e+00,1.713392700510880107e-01
4.934035852651930121e-01,2.135947120490560014e-01,5.236364576188510256e-01,3.615157558837829854e-01,1.949413900026079893e-01,8.447390687636270323e-01,1.824363067678189954e-01,2.379302928176080023e+00,2.009584524967530150e+00,0.000000000000000000e+00
1.306114149468490027e+00,1.951722966462439979e-01,6.201834755238000430e-01,8.092094333299370001e-01,4.377437080919169832e-01,1.070923717500539940e+00,1.212521381396669956e-01,2.110836052823629849e+00,1.814164537789870080e+00,0.000000000000000000e+00
8.444723906181399453e-01,2.440210212472720130e-01,6.884873269871819579e-01,5.054063386107779943e-01,2.920325399445489745e-01,9.705835325645479905e-01,1.901527331453470027e-01,2.262046416059340093e+00,1.939853655362169915e+00,0.000000000000000000e+00
2.324725701539520184e+00,5.518673511442400148e-01,9.868866602146499911e-01,9.992173798233670023e-01,0.000000000000000000e+00,1.426278127739659896e+00,4.089639057235979758e-01,6.525905188054099693e-01,6.632505124653440554e-01,7.469599311046950518e-01
