0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.533240025080149893e+00,1.789627540378869952e+00,0.000000000000000000e+00,2.252232820298790017e+00,1.353427602215280023e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.468098175404060068e+00,1.770638022184239935e+00,0.000000000000000000e+00,1.950426687423290062e+00,1.909948484163970006e+00,0.000000000000000000e+00
4.535308083622749953e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.430872503183469868e-01,1.389948088655980074e+00,1.829445363587639983e+00,0.000000000000000000e+00,2.392235728774950054e+00,2.137369771468489998e-01,6.157371985483329757e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.602924166745250067e+00,1.776512691413770106e+00,0.000000000000000000e+00,2.079836929404640156e+00,1.633171228756399973e+00,0.000000000000000000e+00
6.572370539709769810e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.734879771147569749e-01,1.582893683568650012e+00,1.775073939695070102e+00,0.000000000000000000e+00,2.359573913124790145e+00,0.000000000000000000e+00,3.363453935719220023e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516795093652099968e+00,1.779539071760610103e+00,0.000000000000000000e+00,2.035781025964499946e+00,1.767646067977229896e+00,0.000000000000000000e+00
4.228527315439840062e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.375164256180310018e-01,1.824016738903410095e+00,1.677750414910450072e+00,0.000000000000000000e+00,2.339364024169849898e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.680915906324550013e+00,1.894160340071799897e+00,0.000000000000000000e+00,2.293472265567740198e+00,7.291303868930349985e-01,0.000000000000000000e+00
2.274022193985139884e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.459928944796069938e-01,1.837267061330819962e+00,1.723167966790400074e+00,0.000000000000000000e+00,2.332243223062969939e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.962089878349869976e-01,1.648032195081450046e+00,1.876207763235560044e+00,0.000000000000000000e+00,2.386450259840419807e+00,1.680140330286110095e-01,0.000000000000000000e+00
2.168197063822270010e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.167611481856700051e+00,1.896725565891939969e+00,0.000000000000000000e+00,2.402828040229690210e+00,4.644174467888659841e-01,8.038181363187569817e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.792794236778710193e-01,1.904332401925679985e+00,0.000000000000000000e+00,2.349721545196879813e+00,1.008293019428389892e+00,8.750399164049760259e-01
