1.988600000000000000e+04,9.330000000000000000e+03
1.988900000000000000e+04,9.356000000000000000e+03
1.989500000000000000e+04,9.306000000000000000e+03
1.990600000000000000e+04,9.134000000000000000e+03
1.991200000000000000e+04,9.110000000000000000e+03
1.990700000000000000e+04,9.187000000000000000e+03
1.991300000000000000e+04,9.242000000000000000e+03
1.992600000000000000e+04,9.134000000000000000e+03
1.992200000000000000e+04,9.305000000000000000e+03
1.992800000000000000e+04,9.210000000000000000e+03
1.992700000000000000e+04,9.172000000000000000e+03
1.994100000000000000e+04,9.116000000000000000e+03
1.993900000000000000e+04,9.609000000000000000e+03
1.995400000000000000e+04,9.002000000000000000e+03
1.995000000000000000e+04,9.451000000000000000e+03
1.995100000000000000e+04,9.421000000000000000e+03
1.995100000000000000e+04,9.532000000000000000e+03
1.996100000000000000e+04,9.384000000000000000e+03
1.996700000000000000e+04,9.104000000000000000e+03
1.997400000000000000e+04,9.188000000000000000e+03
1.996100000000000000e+04,9.590000000000000000e+03
1.996700000000000000e+04,9.459000000000000000e+03
1.997500000000000000e+04,8.933000000000000000e+03
1.997600000000000000e+04,9.056000000000000000e+03
1.997800000000000000e+04,9.009000000000000000e+03
1.997700000000000000e+04,9.238000000000000000e+03
1.997100000000000000e+04,9.500000000000000000e+03
1.998000000000000000e+04,9.341000000000000000e+03
1.998300000000000000e+04,9.540000000000000000e+03
1.999200000000000000e+04,9.277000000000000000e+03
2.000000000000000000e+04,9.102000000000000000e+03
1.999800000000000000e+04,9.364000000000000000e+03
2.000700000000000000e+04,9.172000000000000000e+03
2.001600000000000000e+04,8.789000000000000000e+03
2.001000000000000000e+04,9.439000000000000000e+03
2.000700000000000000e+04,8.738000000000000000e+03
2.001800000000000000e+04,8.903000000000000000e+03
2.000300000000000000e+04,8.977000000000000000e+03
2.001400000000000000e+04,9.288000000000000000e+03
2.002400000000000000e+04,9.512000000000000000e+03
2.002100000000000000e+04,8.757000000000000000e+03
2.002500000000000000e+04,9.087000000000000000e+03
2.001250000000000000e+04,8.923000000000000000e+03
2.002600000000000000e+04,9.161000000000000000e+03
2.003200000000000000e+04,8.888000000000000000e+03
2.003200000000000000e+04,9.295000000000000000e+03
2.004000000000000000e+04,9.397000000000000000e+03
2.003100000000000000e+04,8.727500000000000000e+03
2.004000000000000000e+04,9.219000000000000000e+03
2.004000000000000000e+04,8.751000000000000000e+03
2.003600000000000000e+04,9.352000000000000000e+03
2.005000000000000000e+04,8.958000000000000000e+03
2.004000000000000000e+04,9.479000000000000000e+03
2.004800000000000000e+04,9.248000000000000000e+03
2.004000000000000000e+04,9.002000000000000000e+03
2.004300000000000000e+04,9.181000000000000000e+03
2.003900000000000000e+04,9.453000000000000000e+03
2.005500000000000000e+04,8.768000000000000000e+03
2.005300000000000000e+04,9.422000000000000000e+03
2.007200000000000000e+04,9.208000000000000000e+03
2.005600000000000000e+04,9.321000000000000000e+03
2.004400000000000000e+04,9.556000000000000000e+03
2.005200000000000000e+04,9.120000000000000000e+03
2.006100000000000000e+04,9.594000000000000000e+03
2.006000000000000000e+04,9.476500000000000000e+03
2.005800000000000000e+04,9.532000000000000000e+03
2.006300000000000000e+04,9.269000000000000000e+03
2.006200000000000000e+04,9.153000000000000000e+03
2.006300000000000000e+04,8.872000000000000000e+03
2.006500000000000000e+04,9.055000000000000000e+03
2.006400000000000000e+04,8.704000000000000000e+03
2.007000000000000000e+04,8.985000000000000000e+03
2.006600000000000000e+04,9.172000000000000000e+03
2.006800000000000000e+04,9.299000000000000000e+03
2.008300000000000000e+04,8.730000000000000000e+03
2.007800000000000000e+04,9.093000000000000000e+03
2.008000000000000000e+04,8.779000000000000000e+03
2.007600000000000000e+04,9.127000000000000000e+03
2.008200000000000000e+04,8.908000000000000000e+03
2.009300000000000000e+04,8.963000000000000000e+03
2.008100000000000000e+04,9.238000000000000000e+03
2.006500000000000000e+04,9.368000000000000000e+03
2.007900000000000000e+04,9.156000000000000000e+03
2.007700000000000000e+04,9.572000000000000000e+03
2.008100000000000000e+04,8.673000000000000000e+03
2.008000000000000000e+04,9.405000000000000000e+03
2.008900000000000000e+04,9.491000000000000000e+03
2.008600000000000000e+04,9.268000000000000000e+03
2.009200000000000000e+04,8.704000000000000000e+03
2.008700000000000000e+04,9.531500000000000000e+03
2.008400000000000000e+04,9.018000000000000000e+03
2.009200000000000000e+04,9.327000000000000000e+03
2.008400000000000000e+04,9.451000000000000000e+03
2.009300000000000000e+04,9.643000000000000000e+03
2.010000000000000000e+04,8.854000000000000000e+03
2.009800000000000000e+04,8.810000000000000000e+03
2.008200000000000000e+04,9.348000000000000000e+03
2.009700000000000000e+04,9.590000000000000000e+03
2.010500000000000000e+04,8.911000000000000000e+03
2.009700000000000000e+04,9.060000000000000000e+03
2.009950000000000000e+04,9.252000000000000000e+03
2.009800000000000000e+04,9.165000000000000000e+03
2.009900000000000000e+04,9.223000000000000000e+03
2.010400000000000000e+04,9.394000000000000000e+03
2.010800000000000000e+04,9.037000000000000000e+03
2.010000000000000000e+04,9.306000000000000000e+03
2.011900000000000000e+04,9.102000000000000000e+03
2.010400000000000000e+04,9.283500000000000000e+03
2.011900000000000000e+04,9.531000000000000000e+03
2.011800000000000000e+04,8.751000000000000000e+03
2.011300000000000000e+04,9.124000000000000000e+03
2.011900000000000000e+04,9.244000000000000000e+03
2.011400000000000000e+04,9.335000000000000000e+03
2.011800000000000000e+04,9.569000000000000000e+03
2.011800000000000000e+04,9.426000000000000000e+03
2.012400000000000000e+04,9.457000000000000000e+03
2.012000000000000000e+04,9.602000000000000000e+03
2.011900000000000000e+04,8.683000000000000000e+03
2.013200000000000000e+04,8.951000000000000000e+03
2.012550000000000000e+04,8.984000000000000000e+03
2.011600000000000000e+04,9.002000000000000000e+03
2.012200000000000000e+04,9.077000000000000000e+03
2.012500000000000000e+04,9.472000000000000000e+03
