1.594000000000000000e+04,1.858400000000000000e+04
1.594200000000000000e+04,1.862300000000000000e+04
1.596500000000000000e+04,1.861900000000000000e+04
1.596900000000000000e+04,1.871700000000000000e+04
1.597400000000000000e+04,1.869200000000000000e+04
1.597400000000000000e+04,1.867100000000000000e+04
1.598900000000000000e+04,1.854400000000000000e+04
1.599700000000000000e+04,1.867600000000000000e+04
1.601500000000000000e+04,1.844700000000000000e+04
1.601400000000000000e+04,1.856600000000000000e+04
1.601100000000000000e+04,1.871500000000000000e+04
1.602300000000000000e+04,1.864500000000000000e+04
1.602100000000000000e+04,1.868600000000000000e+04
1.603700000000000000e+04,1.841900000000000000e+04
1.603400000000000000e+04,1.867000000000000000e+04
1.603900000000000000e+04,1.847400000000000000e+04
1.604200000000000000e+04,1.853700000000000000e+04
1.604100000000000000e+04,1.836200000000000000e+04
1.604700000000000000e+04,1.864800000000000000e+04
1.604800000000000000e+04,1.849700000000000000e+04
1.605000000000000000e+04,1.851500000000000000e+04
1.604900000000000000e+04,1.844900000000000000e+04
1.605200000000000000e+04,1.842700000000000000e+04
1.605000000000000000e+04,1.886300000000000000e+04
1.605500000000000000e+04,1.883000000000000000e+04
1.605800000000000000e+04,1.862600000000000000e+04
1.605400000000000000e+04,1.848300000000000000e+04
1.606200000000000000e+04,1.868200000000000000e+04
1.605600000000000000e+04,1.840100000000000000e+04
1.605800000000000000e+04,1.866600000000000000e+04
1.606000000000000000e+04,1.879700000000000000e+04
1.606100000000000000e+04,1.859400000000000000e+04
1.605200000000000000e+04,1.872400000000000000e+04
1.606400000000000000e+04,1.850400000000000000e+04
1.606100000000000000e+04,1.877400000000000000e+04
1.606700000000000000e+04,1.857000000000000000e+04
1.606400000000000000e+04,1.852800000000000000e+04
1.607500000000000000e+04,1.845700000000000000e+04
1.606700000000000000e+04,1.854500000000000000e+04
1.607400000000000000e+04,1.841400000000000000e+04
1.607600000000000000e+04,1.870400000000000000e+04
1.607100000000000000e+04,1.884900000000000000e+04
1.607200000000000000e+04,1.860400000000000000e+04
1.608500000000000000e+04,1.838700000000000000e+04
