Cell_ID,Sample,Cell_Type,x,y
E12_E1S3_116210,E12_E1S3,RGC,18641,18010
E12_E1S3_116213,E12_E1S3,RGC,18643,18055
E12_E1S3_116214,E12_E1S3,Fibro,18643,18272
E12_E1S3_116215,E12_E1S3,RGC,18648,18101
E12_E1S3_116216,E12_E1S3,NeuB,18637,18404
E12_E1S3_116219,E12_E1S3,Fibro,18646,17973
E12_E1S3_116221,E12_E1S3,NeuB,18646,18124
E12_E1S3_116222,E12_E1S3,Ery,18639,18314
E12_E1S3_116225,E12_E1S3,NeuB,18651,18340
E12_E1S3_116226,E12_E1S3,NeuB,18647,18386
E12_E1S3_116233,E12_E1S3,GlioB,18654,18219
E12_E1S3_116237,E12_E1S3,GluNeuB,18658,17934
E12_E1S3_116238,E12_E1S3,NeuB,18655,18144
E12_E1S3_116240,E12_E1S3,Ery,18647,18238
E12_E1S3_116246,E12_E1S3,Fibro,18656,18290
E12_E1S3_116247,E12_E1S3,RGC,18657,18079
E12_E1S3_116249,E12_E1S3,RGC,18664,18054
E12_E1S3_116250,E12_E1S3,RGC,18658,18360
E12_E1S3_116252,E12_E1S3,RGC,18668,18028
E12_E1S3_116254,E12_E1S3,RGC,18658,17796
E12_E1S3_116255,E12_E1S3,Fibro,18657,18267
E12_E1S3_116260,E12_E1S3,RGC,18662,17826
E12_E1S3_116261,E12_E1S3,GlioB,18659,17848
E12_E1S3_116267,E12_E1S3,Fibro,18659,18450
E12_E1S3_116271,E12_E1S3,NeuB,18665,18117.5
E12_E1S3_116273,E12_E1S3,RGC,18665,18160.5
E12_E1S3_116274,E12_E1S3,Fibro,18666,18181
E12_E1S3_116275,E12_E1S3,RGC,18666,18318
E12_E1S3_116278,E12_E1S3,GluNeuB,18667,17981
E12_E1S3_116281,E12_E1S3,RGC,18666,17872
E12_E1S3_116282,E12_E1S3,NeuB,18669,17950
E12_E1S3_116288,E12_E1S3,NeuB,18675,17908
E12_E1S3_116289,E12_E1S3,Ery,18670,18222
E12_E1S3_116293,E12_E1S3,NeuB,18670,18003
E12_E1S3_116294,E12_E1S3,RGC,18676,18099
E12_E1S3_116298,E12_E1S3,RGC,18678,17806
E12_E1S3_116299,E12_E1S3,NeuB,18679,18394
E12_E1S3_116303,E12_E1S3,GlioB,18679,17962
E12_E1S3_116304,E12_E1S3,GluNeuB,18674,18347
E12_E1S3_116308,E12_E1S3,RGC,18684,18162
E12_E1S3_116312,E12_E1S3,RGC,18688,17875
E12_E1S3_116313,E12_E1S3,Fibro,18678,18293
E12_E1S3_116316,E12_E1S3,NeuB,18683,17926
E12_E1S3_116325,E12_E1S3,RGC,18683,18064.5
E12_E1S3_116326,E12_E1S3,NeuB,18687,18322
E12_E1S3_116337,E12_E1S3,GlioB,18689,18273
E12_E1S3_116338,E12_E1S3,NeuB,18690,18372
E12_E1S3_116341,E12_E1S3,GluNeuB,18689,18026
E12_E1S3_116350,E12_E1S3,NeuB,18704,18005
E12_E1S3_116351,E12_E1S3,NeuB,18697,18096
E12_E1S3_116352,E12_E1S3,NeuB,18693,18128
E12_E1S3_116355,E12_E1S3,NeuB,18700,18156
E12_E1S3_116356,E12_E1S3,RGC,18702,18347
E12_E1S3_116360,E12_E1S3,Endo,18701,18217
E12_E1S3_116362,E12_E1S3,RGC,18700,17981
E12_E1S3_116363,E12_E1S3,NeuB,18697,18052
E12_E1S3_116378,E12_E1S3,GluNeuB,18704,17936
E12_E1S3_116379,E12_E1S3,Fibro,18705,18248
E12_E1S3_116380,E12_E1S3,NeuB,18704,18285
E12_E1S3_116381,E12_E1S3,GlioB,18703,18180
E12_E1S3_116382,E12_E1S3,RGC,18714,17903
E12_E1S3_116383,E12_E1S3,GluNeuB,18708,17959
E12_E1S3_116384,E12_E1S3,Fibro,18705,18433
E12_E1S3_116385,E12_E1S3,RGC,18707,17815
E12_E1S3_116387,E12_E1S3,RGC,18730,18028
E12_E1S3_116394,E12_E1S3,RGC,18715,18099
E12_E1S3_116398,E12_E1S3,Fibro,18722,18296
E12_E1S3_116399,E12_E1S3,RGC,18717,18318
E12_E1S3_116404,E12_E1S3,RGC,18717,18141
E12_E1S3_116408,E12_E1S3,RGC,18712,17865
E12_E1S3_116409,E12_E1S3,NeuB,18715,18077
E12_E1S3_116414,E12_E1S3,RGC,18706,17798
E12_E1S3_116415,E12_E1S3,NeuB,18732,18123
E12_E1S3_116420,E12_E1S3,Endo,18727,18232
E12_E1S3_116421,E12_E1S3,GlioB,18710,18397
E12_E1S3_116425,E12_E1S3,RGC,18733,18061
E12_E1S3_116426,E12_E1S3,RGC,18723,18165
E12_E1S3_116430,E12_E1S3,RGC,18725,17953
E12_E1S3_116433,E12_E1S3,GluNeu,18725,18351.5
E12_E1S3_116438,E12_E1S3,RGC,18734,17978
E12_E1S3_116441,E12_E1S3,NeuB,18729,18002
E12_E1S3_116446,E12_E1S3,RGC,18734,17782
E12_E1S3_116447,E12_E1S3,RGC,18731,17839
E12_E1S3_116456,E12_E1S3,NeuB,18738,17881
E12_E1S3_116458,E12_E1S3,Fibro,18732,18187
E12_E1S3_116461,E12_E1S3,RGC,18737,18104
E12_E1S3_116464,E12_E1S3,GlioB,18739,18319
E12_E1S3_116469,E12_E1S3,GluNeuB,18752,16615
E12_E1S3_116473,E12_E1S3,RGC,18741,18086
E12_E1S3_116474,E12_E1S3,Fibro,18752,18392
E12_E1S3_116480,E12_E1S3,RGC,18759,17813
E12_E1S3_116481,E12_E1S3,RGC,18742,17908
E12_E1S3_116482,E12_E1S3,GluNeuB,18745,17966
E12_E1S3_116483,E12_E1S3,GlioB,18740,18354
E12_E1S3_116488,E12_E1S3,RGC,18736,17939
E12_E1S3_116489,E12_E1S3,Ery,18737.5,18259
E12_E1S3_116492,E12_E1S3,Fibro,18751,18050
E12_E1S3_116494,E12_E1S3,RGC,18751,17857
E12_E1S3_116498,E12_E1S3,GluNeuB,18758,17932
E12_E1S3_116500,E12_E1S3,RGC,18745,18159
E12_E1S3_116501,E12_E1S3,Endo,18751,18202
E12_E1S3_116505,E12_E1S3,RGC,18761,18133
E12_E1S3_116506,E12_E1S3,Fibro,18746,18424
E12_E1S3_116508,E12_E1S3,GluNeuB,18757,16483
E12_E1S3_116509,E12_E1S3,RGC,18754,16665
E12_E1S3_116510,E12_E1S3,RGC,18757,17764
E12_E1S3_116511,E12_E1S3,NeuB,18758,18007
E12_E1S3_116513,E12_E1S3,RGC,18771,16544
E12_E1S3_116514,E12_E1S3,RGC,18758,18081
E12_E1S3_116523,E12_E1S3,RGC,18760,17883
E12_E1S3_116526,E12_E1S3,RGC,18759,18107
E12_E1S3_116527,E12_E1S3,Ery,18755,18299
E12_E1S3_116529,E12_E1S3,NeuB,18761,17913
E12_E1S3_116533,E12_E1S3,NeuB,18763,16504
E12_E1S3_116534,E12_E1S3,NeuB,18763,16592
E12_E1S3_116535,E12_E1S3,NeuB,18757,18180
E12_E1S3_116536,E12_E1S3,Endo,18758,18277
E12_E1S3_116537,E12_E1S3,NeuB,18767,17732
E12_E1S3_116538,E12_E1S3,NeuB,18761,17956
E12_E1S3_116540,E12_E1S3,NeuB,18768,18035
E12_E1S3_116543,E12_E1S3,NeuB,18772,18051
E12_E1S3_116545,E12_E1S3,GlioB,18769,18325
E12_E1S3_116548,E12_E1S3,NeuB,18773,16457
E12_E1S3_116549,E12_E1S3,RGC,18763,17975
E12_E1S3_116550,E12_E1S3,GlioB,18772,18370
E12_E1S3_116554,E12_E1S3,NeuB,18776,16479
E12_E1S3_116555,E12_E1S3,RGC,18768,16628
E12_E1S3_116556,E12_E1S3,RGC,18774,18156
E12_E1S3_116559,E12_E1S3,NeuB,18777,17917
E12_E1S3_116562,E12_E1S3,RGC,18778,16612
E12_E1S3_116565,E12_E1S3,GluNeuB,18779,16568
E12_E1S3_116566,E12_E1S3,RGC,18784,16593
E12_E1S3_116567,E12_E1S3,RGC,18786,17810
E12_E1S3_116568,E12_E1S3,Ery,18776,18219
E12_E1S3_116569,E12_E1S3,RGC,18771,16514
E12_E1S3_116570,E12_E1S3,GluNeuB,18777,17897.5
E12_E1S3_116571,E12_E1S3,NeuB,18775,18071
E12_E1S3_116572,E12_E1S3,NeuB,18779,18086
E12_E1S3_116573,E12_E1S3,NeuB,18778,18189
E12_E1S3_116574,E12_E1S3,RGC,18780,17853
E12_E1S3_116578,E12_E1S3,NeuB,18778,16649
E12_E1S3_116582,E12_E1S3,RGC,18782,17949
E12_E1S3_116583,E12_E1S3,RGC,18785,18027
E12_E1S3_116584,E12_E1S3,Endo,18784,18240
E12_E1S3_116588,E12_E1S3,RGC,18785,17768
E12_E1S3_116589,E12_E1S3,GluNeuB,18795,16456
E12_E1S3_116590,E12_E1S3,RGC,18785,17877
E12_E1S3_116591,E12_E1S3,NeuB,18781,17990
E12_E1S3_116594,E12_E1S3,GlioB,18784,18308
E12_E1S3_116595,E12_E1S3,GlioB,18789,18142
E12_E1S3_116598,E12_E1S3,GluNeuB,18792,16523
E12_E1S3_116599,E12_E1S3,NeuB,18788,18286
E12_E1S3_116601,E12_E1S3,NeuB,18802,16633
E12_E1S3_116602,E12_E1S3,Fibro,18794,18212
E12_E1S3_116605,E12_E1S3,NeuB,18793,18100
E12_E1S3_116606,E12_E1S3,GluNeuB,18799,18125
E12_E1S3_116610,E12_E1S3,RGC,18792,18165
E12_E1S3_116617,E12_E1S3,NeuB,18792,17934
E12_E1S3_116618,E12_E1S3,Endo,18797,18265
E12_E1S3_116621,E12_E1S3,GluNeuB,18805,16407
E12_E1S3_116622,E12_E1S3,GluNeuB,18799,16473
E12_E1S3_116626,E12_E1S3,NeuB,18796,17894
E12_E1S3_116627,E12_E1S3,RGC,18797,16540
E12_E1S3_116628,E12_E1S3,RGC,18798,17790
E12_E1S3_116629,E12_E1S3,NeuB,18802,18186
E12_E1S3_116630,E12_E1S3,RGC,18794,18058
E12_E1S3_116631,E12_E1S3,RGC,18801,18011
E12_E1S3_116632,E12_E1S3,RGC,18797,18038
E12_E1S3_116636,E12_E1S3,RGC,18796,17915
E12_E1S3_116638,E12_E1S3,GluNeuB,18808,16188
E12_E1S3_116639,E12_E1S3,GluNeuB,18804,16587
E12_E1S3_116640,E12_E1S3,Fibro,18807.5,18345
E12_E1S3_116644,E12_E1S3,GluNeu,18803,17618
E12_E1S3_116645,E12_E1S3,RGC,18810,17758
E12_E1S3_116646,E12_E1S3,Ery,18804,18242
E12_E1S3_116651,E12_E1S3,NeuB,18807,17811
E12_E1S3_116652,E12_E1S3,GluNeuB,18805,16572
E12_E1S3_116653,E12_E1S3,RGC,18809,16294
E12_E1S3_116654,E12_E1S3,RGC,18810,18156
E12_E1S3_116657,E12_E1S3,RGC,18808,17844
E12_E1S3_116658,E12_E1S3,GluNeuB,18811,16239
E12_E1S3_116659,E12_E1S3,NeuB,18812,16270
E12_E1S3_116663,E12_E1S3,Ery,18816,16531
E12_E1S3_116666,E12_E1S3,GluNeuB,18818,16164
E12_E1S3_116667,E12_E1S3,NeuB,18812,16490
E12_E1S3_116668,E12_E1S3,GluNeuB,18813,16354
E12_E1S3_116669,E12_E1S3,GABA,18813,16372
E12_E1S3_116670,E12_E1S3,NeuB,18814,18095
E12_E1S3_116672,E12_E1S3,NeuB,18808,17979
E12_E1S3_116675,E12_E1S3,NeuB,18814,17869
E12_E1S3_116676,E12_E1S3,RGC,18816,17891
E12_E1S3_116677,E12_E1S3,RGC,18823,18018
E12_E1S3_116682,E12_E1S3,RGC,18813,16442
E12_E1S3_116683,E12_E1S3,RGC,18822,18069
E12_E1S3_116685,E12_E1S3,RGC,18820,16577
E12_E1S3_116686,E12_E1S3,GlioB,18822,18002
E12_E1S3_116688,E12_E1S3,GluNeuB,18823,16189
E12_E1S3_116689,E12_E1S3,NeuB,18831,16475
E12_E1S3_116690,E12_E1S3,RGC,18820,16602
E12_E1S3_116691,E12_E1S3,RGC,18814,16659
E12_E1S3_116694,E12_E1S3,RGC,18826,17812
E12_E1S3_116695,E12_E1S3,Fibro,18825,18219
E12_E1S3_116698,E12_E1S3,GluNeuB,18826,16414
E12_E1S3_116699,E12_E1S3,RGC,18831,17543
E12_E1S3_116700,E12_E1S3,RGC,18824,17965
E12_E1S3_116701,E12_E1S3,RGC,18830,18200
E12_E1S3_116702,E12_E1S3,RGC,18824,16322
E12_E1S3_116703,E12_E1S3,NeuB,18820,18118
E12_E1S3_116704,E12_E1S3,RGC,18812.5,16508
E12_E1S3_116705,E12_E1S3,RGC,18833,16619
E12_E1S3_116706,E12_E1S3,NeuB,18831,16454
E12_E1S3_116710,E12_E1S3,GluNeuB,18826,16380
E12_E1S3_116711,E12_E1S3,GluNeuB,18828,16543
E12_E1S3_116712,E12_E1S3,RGC,18830,17494
E12_E1S3_116713,E12_E1S3,RGC,18813,17936
E12_E1S3_116714,E12_E1S3,RGC,18828,18144
E12_E1S3_116715,E12_E1S3,GluNeuB,18824,16214
E12_E1S3_116716,E12_E1S3,NeuB,18834,16498
E12_E1S3_116717,E12_E1S3,RGC,18834,18180
E12_E1S3_116718,E12_E1S3,GABA,18828,17565
E12_E1S3_116722,E12_E1S3,Ery,18841,16234
E12_E1S3_116723,E12_E1S3,GlioB,18837,16774
E12_E1S3_116728,E12_E1S3,GABA,18832,16676
E12_E1S3_116729,E12_E1S3,GluNeu,18856,15963
E12_E1S3_116730,E12_E1S3,RGC,18838,17754
E12_E1S3_116733,E12_E1S3,RGC,18846,17833
E12_E1S3_116734,E12_E1S3,GlioB,18842,18308
E12_E1S3_116736,E12_E1S3,Fibro,18827,18257
E12_E1S3_116739,E12_E1S3,RGC,18843,16576
E12_E1S3_116741,E12_E1S3,GlioB,18840,17948
E12_E1S3_116742,E12_E1S3,RGC,18837,17988
E12_E1S3_116745,E12_E1S3,NeuB,18838,16265
E12_E1S3_116746,E12_E1S3,NeuB,18845,17467
E12_E1S3_116749,E12_E1S3,NeuB,18833,16721
E12_E1S3_116750,E12_E1S3,RGC,18842,17617
E12_E1S3_116752,E12_E1S3,GluNeuB,18842,16364
E12_E1S3_116753,E12_E1S3,RGC,18842,16598
E12_E1S3_116754,E12_E1S3,RGC,18841,18097
E12_E1S3_116755,E12_E1S3,GluNeu,18842,16161
E12_E1S3_116760,E12_E1S3,RGC,18840,16639
E12_E1S3_116763,E12_E1S3,NeuB,18851,16431
E12_E1S3_116764,E12_E1S3,GluNeuB,18847,16696
E12_E1S3_116765,E12_E1S3,NeuB,18847,17535
E12_E1S3_116766,E12_E1S3,NeuB,18848,18126
E12_E1S3_116767,E12_E1S3,RGC,18847,17510
E12_E1S3_116770,E12_E1S3,NeuB,18847,16461
E12_E1S3_116771,E12_E1S3,RGC,18846,16717
E12_E1S3_116772,E12_E1S3,RGC,18843,17779
E12_E1S3_116774,E12_E1S3,RGC,18858,17982
E12_E1S3_116776,E12_E1S3,Ery,18847,16195
E12_E1S3_116777,E12_E1S3,RGC,18848,17807
E12_E1S3_116778,E12_E1S3,GluNeu,18857,16114
E12_E1S3_116780,E12_E1S3,GluNeuB,18857,16059
E12_E1S3_116781,E12_E1S3,GluNeuB,18860,17493
E12_E1S3_116782,E12_E1S3,NeuB,18849,16756
E12_E1S3_116783,E12_E1S3,RGC,18859,17555
E12_E1S3_116784,E12_E1S3,RGC,18847,18027
E12_E1S3_116786,E12_E1S3,NeuB,18854,16310
E12_E1S3_116787,E12_E1S3,RGC,18850,17922
E12_E1S3_116788,E12_E1S3,GluNeuB,18857,16145
E12_E1S3_116789,E12_E1S3,RGC,18856,16657
E12_E1S3_116792,E12_E1S3,GluNeuB,18852,16409
E12_E1S3_116793,E12_E1S3,RGC,18875,16591
E12_E1S3_116794,E12_E1S3,RGC,18865,16870
E12_E1S3_116795,E12_E1S3,RGC,18837,17739
E12_E1S3_116797,E12_E1S3,GluNeu,18854,15986
E12_E1S3_116800,E12_E1S3,GluNeu,18861,15920
E12_E1S3_116801,E12_E1S3,RGC,18858,16784
E12_E1S3_116802,E12_E1S3,RGC,18861,16615
E12_E1S3_116804,E12_E1S3,GABA,18860,16732
E12_E1S3_116805,E12_E1S3,NeuB,18858,17418
E12_E1S3_116806,E12_E1S3,GluNeu,18860,16031
E12_E1S3_116807,E12_E1S3,RGC,18866,16713
E12_E1S3_116808,E12_E1S3,NeuB,18859,18058
E12_E1S3_116811,E12_E1S3,RGC,18856,16489
E12_E1S3_116812,E12_E1S3,RGC,18854,16557
E12_E1S3_116813,E12_E1S3,RGC,18862,16847
E12_E1S3_116814,E12_E1S3,NeuB,18860,17199.5
E12_E1S3_116815,E12_E1S3,RGC,18865,17803
E12_E1S3_116817,E12_E1S3,NeuB,18869,16531
E12_E1S3_116818,E12_E1S3,GABA,18864,17726
E12_E1S3_116819,E12_E1S3,Basal,18862,17756
E12_E1S3_116820,E12_E1S3,NeuB,18864,17774
E12_E1S3_116821,E12_E1S3,Fibro,18866,18280
E12_E1S3_116822,E12_E1S3,RGC,18866,16825
E12_E1S3_116823,E12_E1S3,GlioB,18868,18173
E12_E1S3_116824,E12_E1S3,GluNeu,18866,16086
E12_E1S3_116825,E12_E1S3,GluNeuB,18867,16390
E12_E1S3_116826,E12_E1S3,GlioB,18867,17226
E12_E1S3_116827,E12_E1S3,RGC,18851,16288
E12_E1S3_116828,E12_E1S3,NeuB,18865,16452
E12_E1S3_116829,E12_E1S3,NeuB,18867,17353
E12_E1S3_116830,E12_E1S3,GlioB,18869,18206
E12_E1S3_116832,E12_E1S3,GluNeuB,18868,16128
E12_E1S3_116833,E12_E1S3,Ery,18865,16172
E12_E1S3_116834,E12_E1S3,Endo,18868,16209
E12_E1S3_116835,E12_E1S3,GluNeuB,18867,16258
E12_E1S3_116836,E12_E1S3,GluNeuB,18872,16333
E12_E1S3_116837,E12_E1S3,RGC,18868,16687
E12_E1S3_116838,E12_E1S3,RGC,18869,16756
E12_E1S3_116839,E12_E1S3,GluNeuB,18872,17480
E12_E1S3_116840,E12_E1S3,NeuB,18874,17972
E12_E1S3_116841,E12_E1S3,RGC,18873,18029
E12_E1S3_116843,E12_E1S3,RGC,18875,17451
E12_E1S3_116844,E12_E1S3,GABA,18871,17862
E12_E1S3_116845,E12_E1S3,RGC,18870,18095
E12_E1S3_116847,E12_E1S3,GlioB,18875,17008
E12_E1S3_116848,E12_E1S3,NeuB,18871,17174
E12_E1S3_116849,E12_E1S3,GlioB,18871,17315
E12_E1S3_116850,E12_E1S3,GluNeu,18869,15977
E12_E1S3_116851,E12_E1S3,Basal,18875,17834
E12_E1S3_116852,E12_E1S3,RGC,18874,18116
E12_E1S3_116854,E12_E1S3,NeuB,18873,17386
E12_E1S3_116855,E12_E1S3,NeuB,18882,18078
E12_E1S3_116858,E12_E1S3,Ery,18875,16227
E12_E1S3_116859,E12_E1S3,GluNeuB,18878,16429
E12_E1S3_116860,E12_E1S3,RGC,18873,16631
E12_E1S3_116861,E12_E1S3,RGC,18880,17713
E12_E1S3_116863,E12_E1S3,GluNeuB,18869,16359
E12_E1S3_116864,E12_E1S3,NeuB,18878,17530
E12_E1S3_116866,E12_E1S3,RGC,18876,16504
E12_E1S3_116867,E12_E1S3,NeuB,18875,17033
E12_E1S3_116868,E12_E1S3,RGC,18879,17601
E12_E1S3_116869,E12_E1S3,RGC,18877,17895
E12_E1S3_116870,E12_E1S3,RGC,18871,17922
E12_E1S3_116871,E12_E1S3,GluNeu,18871,16011
E12_E1S3_116872,E12_E1S3,RGC,18881,18143
E12_E1S3_116874,E12_E1S3,RGC,18882,18056
E12_E1S3_116876,E12_E1S3,RGC,18885,16402.5
E12_E1S3_116877,E12_E1S3,RGC,18893,16877
E12_E1S3_116878,E12_E1S3,NeuB,18879,17742
E12_E1S3_116879,E12_E1S3,GluNeu,18883,16050
E12_E1S3_116880,E12_E1S3,GluNeu,18893,16156
E12_E1S3_116881,E12_E1S3,RGC,18885,16772
E12_E1S3_116882,E12_E1S3,RGC,18885,16799
E12_E1S3_116883,E12_E1S3,RGC,18885,17767
E12_E1S3_116884,E12_E1S3,NeuB,18878,17947
E12_E1S3_116886,E12_E1S3,NeuB,18878.5,16972
E12_E1S3_116887,E12_E1S3,RGC,18882,17158
E12_E1S3_116888,E12_E1S3,RGC,18886,17502.5
E12_E1S3_116889,E12_E1S3,NeuB,18884,17572
E12_E1S3_116890,E12_E1S3,GluNeuB,18880,16306
E12_E1S3_116893,E12_E1S3,GluNeu,18886,15946
E12_E1S3_116894,E12_E1S3,NeuB,18892,16274
E12_E1S3_116896,E12_E1S3,GluNeuB,18884,16108
E12_E1S3_116897,E12_E1S3,RGC,18885,17991
E12_E1S3_116899,E12_E1S3,RGC,18885,16469
E12_E1S3_116900,E12_E1S3,RGC,18884,17809
E12_E1S3_116901,E12_E1S3,Fibro,18884,18026.5
E12_E1S3_116905,E12_E1S3,RGC,18889,17346
E12_E1S3_116907,E12_E1S3,NeuB,18884,16701
E12_E1S3_116909,E12_E1S3,GluNeu,18894,16001
E12_E1S3_116910,E12_E1S3,GluNeu,18884,16137
E12_E1S3_116911,E12_E1S3,RGC,18880.5,16550
E12_E1S3_116912,E12_E1S3,RGC,18891,16566
E12_E1S3_116913,E12_E1S3,RGC,18889,18103
E12_E1S3_116914,E12_E1S3,GluNeu,18884,15911
E12_E1S3_116915,E12_E1S3,Ery,18905,16172
E12_E1S3_116917,E12_E1S3,RGC,18892,17973
E12_E1S3_116918,E12_E1S3,NeuB,18893,16370
E12_E1S3_116919,E12_E1S3,RGC,18894,16714
E12_E1S3_116920,E12_E1S3,GlioB,18888,18178
E12_E1S3_116921,E12_E1S3,NeuB,18896,16353
E12_E1S3_116924,E12_E1S3,NeuB,18894,16606
E12_E1S3_116925,E12_E1S3,NeuB,18896,17028
E12_E1S3_116926,E12_E1S3,RGC,18891,17060
E12_E1S3_116927,E12_E1S3,Fibro,18891,18256
E12_E1S3_116929,E12_E1S3,Ery,18894,16247
E12_E1S3_116931,E12_E1S3,RGC,18894,17081
E12_E1S3_116932,E12_E1S3,RGC,18894,17208
E12_E1S3_116933,E12_E1S3,RGC,18894,17648
E12_E1S3_116934,E12_E1S3,RGC,18890,17695
E12_E1S3_116935,E12_E1S3,RGC,18909,18013
E12_E1S3_116937,E12_E1S3,RGC,18894,16630
E12_E1S3_116940,E12_E1S3,RGC,18908,16784
E12_E1S3_116941,E12_E1S3,RGC,18898,16907
E12_E1S3_116942,E12_E1S3,RGC,18909,17242
E12_E1S3_116943,E12_E1S3,RGC,18899,17868
E12_E1S3_116945,E12_E1S3,GluNeuB,18899,16301
E12_E1S3_116946,E12_E1S3,RGC,18902,16413
E12_E1S3_116947,E12_E1S3,RGC,18895,16524
E12_E1S3_116948,E12_E1S3,RGC,18901,17133
E12_E1S3_116949,E12_E1S3,RGC,18893,17418
E12_E1S3_116950,E12_E1S3,RGC,18903,17671
E12_E1S3_116951,E12_E1S3,RGC,18898,17734
E12_E1S3_116952,E12_E1S3,RGC,18902,16321
E12_E1S3_116953,E12_E1S3,RGC,18902,17223
E12_E1S3_116954,E12_E1S3,RGC,18898,18064
E12_E1S3_116955,E12_E1S3,GluNeu,18904,15882
E12_E1S3_116956,E12_E1S3,RGC,18896,16739
E12_E1S3_116957,E12_E1S3,NeuB,18899,17319
E12_E1S3_116958,E12_E1S3,GlioB,18896,18135
E12_E1S3_116959,E12_E1S3,GlioB,18902.5,18163
E12_E1S3_116960,E12_E1S3,NeuB,18905,16666
E12_E1S3_116961,E12_E1S3,RGC,18902,16823
E12_E1S3_116962,E12_E1S3,RGC,18898,17266
E12_E1S3_116963,E12_E1S3,Fibro,18906,17569
E12_E1S3_116964,E12_E1S3,GluNeu,18905,16031
E12_E1S3_116965,E12_E1S3,GluNeu,18914,16096
E12_E1S3_116967,E12_E1S3,NeuB,18893,16193
E12_E1S3_116968,E12_E1S3,RGC,18908,16685
E12_E1S3_116970,E12_E1S3,RGC,18906,17930
E12_E1S3_116971,E12_E1S3,NeuB,18914,18129
E12_E1S3_116972,E12_E1S3,Basal,18897,18276
E12_E1S3_116973,E12_E1S3,Ery,18903,16230
E12_E1S3_116974,E12_E1S3,NeuB,18900,16841
E12_E1S3_116975,E12_E1S3,RGC,18906,17336
E12_E1S3_116976,E12_E1S3,RGC,18910,17908
E12_E1S3_116977,E12_E1S3,NeuB,18911,18096
E12_E1S3_116978,E12_E1S3,NeuB,18911,16464
E12_E1S3_116979,E12_E1S3,RGC,18906,16582
E12_E1S3_116980,E12_E1S3,GluNeuB,18905,17986
E12_E1S3_116982,E12_E1S3,GluNeu,18906,16144
E12_E1S3_116983,E12_E1S3,GluNeuB,18906,16437
E12_E1S3_116984,E12_E1S3,NeuB,18907,16612.5
E12_E1S3_116985,E12_E1S3,RGC,18906,17154
E12_E1S3_116986,E12_E1S3,RGC,18905,17539
E12_E1S3_116988,E12_E1S3,GluNeu,18909,15975
E12_E1S3_116989,E12_E1S3,NeuB,18914,16498.5
E12_E1S3_116990,E12_E1S3,RGC,18909,17101
E12_E1S3_116991,E12_E1S3,GluNeu,18910,15904
E12_E1S3_116992,E12_E1S3,Ery,18904,16069
E12_E1S3_116993,E12_E1S3,GABA,18907,16117
E12_E1S3_116994,E12_E1S3,NeuB,18910,16381
E12_E1S3_116996,E12_E1S3,GluNeuB,18909,17589
E12_E1S3_116997,E12_E1S3,RGC,18915,17638
E12_E1S3_116998,E12_E1S3,NeuB,18905,18032
E12_E1S3_116999,E12_E1S3,RGC,18908,17494
E12_E1S3_117000,E12_E1S3,RGC,18926,17513
E12_E1S3_117001,E12_E1S3,GluNeu,18912,15955
E12_E1S3_117003,E12_E1S3,GluNeuB,18914,16649
E12_E1S3_117004,E12_E1S3,NeuB,18915,18002
E12_E1S3_117006,E12_E1S3,GluNeu,18913,15994
E12_E1S3_117007,E12_E1S3,NeuB,18907,17379
E12_E1S3_117008,E12_E1S3,RGC,18911,17610
E12_E1S3_117009,E12_E1S3,RGC,18910,17703
E12_E1S3_117010,E12_E1S3,GluNeuB,18914,18048
E12_E1S3_117013,E12_E1S3,GluNeuB,18910,16542
E12_E1S3_117014,E12_E1S3,RGC,18915,16629
E12_E1S3_117016,E12_E1S3,GluNeu,18913,15925
E12_E1S3_117017,E12_E1S3,RGC,18930,17005
E12_E1S3_117018,E12_E1S3,RGC,18924,18069
E12_E1S3_117020,E12_E1S3,RGC,18919,16893
E12_E1S3_117021,E12_E1S3,RGC,18920,17720
E12_E1S3_117022,E12_E1S3,RGC,18908,17758
E12_E1S3_117023,E12_E1S3,Ery,18912,16284
E12_E1S3_117024,E12_E1S3,NeuB,18921,16563
E12_E1S3_117025,E12_E1S3,NeuB,18918,17014
E12_E1S3_117027,E12_E1S3,GlioB,18912,18217
E12_E1S3_117028,E12_E1S3,RGC,18920,17181
E12_E1S3_117029,E12_E1S3,RGC,18907,17793
E12_E1S3_117030,E12_E1S3,RGC,18914,17965
E12_E1S3_117031,E12_E1S3,Ery,18920,16306
E12_E1S3_117032,E12_E1S3,NeuB,18934,16723
E12_E1S3_117033,E12_E1S3,RGC,18924,16964
E12_E1S3_117034,E12_E1S3,RGC,18929,17290
E12_E1S3_117035,E12_E1S3,RGC,18917,17310
E12_E1S3_117036,E12_E1S3,RGC,18917,16934
E12_E1S3_117037,E12_E1S3,NeuB,18926,17396
E12_E1S3_117038,E12_E1S3,RGC,18923,17886
E12_E1S3_117039,E12_E1S3,RGC,18917,17949
E12_E1S3_117041,E12_E1S3,RGC,18940,16244
E12_E1S3_117042,E12_E1S3,NeuB,18923,16402
E12_E1S3_117043,E12_E1S3,RGC,18930,16698
E12_E1S3_117044,E12_E1S3,GluNeuB,18921,16802
E12_E1S3_117045,E12_E1S3,RGC,18929,17214
E12_E1S3_117047,E12_E1S3,NeuB,18916,17122
E12_E1S3_117048,E12_E1S3,GluNeuB,18921,17143
