Cell_ID,x,y
E16_E2S6_1858,3769.0,3233.5
E16_E2S6_1859,3772.0,2388.0
E16_E2S6_1860,3769.0,2213.0
E16_E2S6_1861,3766.0,3841.0
E16_E2S6_1862,3763.0,3449.0
E16_E2S6_1863,3765.0,1727.0
E16_E2S6_1864,3773.0,1113.0
E16_E2S6_1865,3770.0,1046.0
E16_E2S6_1868,3762.0,3064.0
E16_E2S6_1869,3772.0,2285.0
E16_E2S6_1871,3767.0,2235.0
E16_E2S6_1872,3767.0,1701.0
E16_E2S6_1874,3759.0,3529.0
E16_E2S6_1875,3772.0,3335.0
E16_E2S6_1876,3767.0,3213.0
E16_E2S6_1878,3764.0,3294.0
E16_E2S6_1880,3761.0,1653.0
E16_E2S6_1882,3764.0,3082.0
E16_E2S6_1888,3763.0,3146.0
